11723	1249488000	20160219	阳光大道101号8号楼158	1387483647
17955	1259488367	20160219	阳光大道101号8号楼158	1387483647
11348	1459488568	20160219	阳光大道101号8号楼158	1387483647
20464	1368488632	20160219	阳光大道101号8号楼158	1387483647
15080	1368489632	20160219	阳光大道101号8号楼158	1387483647
19776	1397489712	20160219	阳光大道101号8号楼158	1387483647
17990	1411289811	20160219	阳光大道101号8号楼158	1387483647
13650	1412345611	20160219	阳光大道101号8号楼158	1387483647
16041	1341545629	20160219	阳光大道101号8号楼158	1387483647
15674	1413545688	20160219	阳光大道101号8号楼158	1329248721
18915	1249488010	20160219	阳光大道101号8号楼158	1329248721
18281	1364152779	20160219	阳光大道101号8号楼158	1329248721
12829	1348337586	20160219	阳光大道101号8号楼158	1329248721
18972	1403991230	20160219	阳光大道101号8号楼158	1329248721
20732	1347802439	20160219	阳光大道101号8号楼158	1329248721
20093	1340243822	20160219	阳光大道101号8号楼158	1329248721
12260	1396672947	20160219	正义街99号9号楼186	1329248721
20379	1396779900	20160219	正义街99号9号楼186	1329248721
13467	1366229934	20160219	正义街99号9号楼186	1329248721
19911	1413317565	20160219	正义街99号9号楼186	1329248721
15948	1324130313	20160219	正义街99号9号楼186	1329248721
18211	1336540368	20160219	正义街99号9号楼186	1329248721
15455	1332918690	20160219	正义街99号9号楼186	1329248721
14185	1382169320	20160219	正义街99号9号楼186	1329248721
15275	1388027249	20160219	正义街99号9号楼186	1329248721
11962	1395385026	20160219	正义街99号9号楼186	1329248721
16864	1372388050	20160219	正义街99号9号楼186	1329248721
14012	1403619295	20160219	正义街99号9号楼186	1387483647
15699	1400370933	20160219	正义街99号9号楼186	1387483647
11496	1402807575	20160219	正义街99号9号楼186	1387483647
20732	1367471670	20160219	阳光大道101号8号楼158	1387483647
20093	1393316331	20160219	阳光大道101号8号楼158	1387483647
12260	1350149531	20160219	阳光大道101号8号楼158	1387483647
20379	1386237781	20160219	阳光大道101号8号楼158	1387483647
13467	1417770620	20160219	阳光大道101号8号楼158	1387483647
